timestamp,temperature,humidity
2025-09-20 16:58:12,18.90,43.40
2025-09-20 16:58:14,18.90,43.50
2025-09-20 16:58:16,18.90,43.50
2025-09-20 16:58:18,19.00,44.10
2025-09-20 16:58:20,19.00,45.90
2025-09-20 16:58:22,19.00,46.70
2025-09-20 16:58:24,19.10,46.40
2025-09-20 16:58:26,19.10,45.90
2025-09-20 16:58:28,19.10,45.80
2025-09-20 16:58:30,19.20,45.70
2025-09-20 16:58:32,19.20,45.50
2025-09-20 16:58:35,19.20,45.30
2025-09-20 16:58:37,19.20,45.20
2025-09-20 16:58:39,19.30,45.10
2025-09-20 16:58:41,19.30,44.90
2025-09-20 16:58:43,19.30,44.70
2025-09-20 16:58:45,19.30,44.60
2025-09-20 16:58:47,19.30,44.40
2025-09-20 16:58:49,19.40,44.30
2025-09-20 16:58:51,19.40,44.10
2025-09-20 16:58:53,19.40,44.20
2025-09-20 16:58:55,19.40,44.30
2025-09-20 16:58:57,19.40,44.20
2025-09-20 16:58:59,19.40,44.20
2025-09-20 16:59:02,19.40,44.20
2025-09-20 16:59:04,19.40,44.30
2025-09-20 16:59:06,19.50,44.20
2025-09-20 16:59:08,19.50,44.20
2025-09-20 16:59:10,19.50,44.20
2025-09-20 16:59:12,19.50,44.10
2025-09-20 16:59:14,19.50,44.10
2025-09-20 16:59:16,19.50,44.00
2025-09-20 16:59:18,19.50,43.90
2025-09-20 16:59:20,19.50,43.90
2025-09-20 16:59:22,19.50,43.90
2025-09-20 16:59:24,19.50,43.90
2025-09-20 16:59:26,19.50,43.80
2025-09-20 16:59:29,19.50,43.80
2025-09-20 16:59:31,19.50,43.90
2025-09-20 16:59:33,19.50,43.90
2025-09-20 16:59:35,19.60,43.90
2025-09-20 16:59:37,19.60,44.00
2025-09-20 16:59:39,19.60,44.00
2025-09-20 16:59:41,19.60,44.10
2025-09-20 16:59:43,19.60,44.10
2025-09-20 16:59:45,19.60,44.10
2025-09-20 16:59:47,19.60,44.00
2025-09-20 16:59:49,19.60,44.00
2025-09-20 16:59:51,19.60,43.90
2025-09-20 16:59:53,19.60,43.90
2025-09-20 16:59:56,19.60,43.80
2025-09-20 16:59:58,19.60,43.70
2025-09-20 17:00:00,19.60,43.70
2025-09-20 17:00:02,19.60,43.70
2025-09-20 17:00:04,19.60,43.70
2025-09-20 17:00:06,19.60,43.70
2025-09-20 17:00:08,19.60,43.70
2025-09-20 17:00:10,19.60,43.70
2025-09-20 17:00:12,19.60,43.70
2025-09-20 17:00:15,19.60,43.70
2025-09-20 17:00:17,19.60,43.70
2025-09-20 17:00:19,19.60,43.70
2025-09-20 17:00:21,19.60,43.70
2025-09-20 17:00:23,19.60,43.70
